image_id,center_lng,center_lat,nadir_lng,nadir_lat,corner1_lng,corner1_lat,corner2_lng,corner2_lat,corner3_lng,corner3_lat,corner4_lng,corner4_lat,altitude,lens_size,frame_width,frame_height,taken_utc,mission_name,spacecraft,camera_dir,orbit_num,image_page,image_link,kml_link,schools
"189593","-14.0405","84.7605","-14.043","84.779","-9.6495","85.1965","-10.1145","84.296","-17.8265","84.286","-18.577","85.1845","24.644","6","27.324","22.957","2012-11-06 00:43:45","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452929","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452930","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189593","UCSD"
"189594","-13.9465","83.676","-13.9485","83.695","-10.374","84.113","-10.6655","83.2155","-17.1235","83.206","-17.6255","84.1025","24.545","6","27.228","22.845","2012-11-06 00:44:05","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452934","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452935","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189594","Poinciana Elementary School,UCSD"
"189595","-13.881","82.592","-13.882","82.61","-10.873","83.028","-11.066","82.1345","-16.615","82.1255","-16.972","83.019","24.446","6","27.111","22.738","2012-11-06 00:44:25","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452938","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452939","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189595","UCSD"
"189596","-13.833","81.507","-13.8335","81.5255","-11.2375","81.9425","-11.3685","81.0525","-16.2305","81.0445","-16.496","81.934","24.347","6","26.990","22.640","2012-11-06 00:44:45","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452942","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452943","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189596","UCSD"
"189597","-13.796","80.4225","-13.797","80.441","-11.515","80.857","-11.607","79.9705","-15.93","79.9625","-16.1335","80.849","24.247","6","26.887","22.541","2012-11-06 00:45:05","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452946","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452947","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189597","UCSD,Valrico Elementary"
"189598","-13.7675","79.338","-13.7685","79.356","-11.734","79.7715","-11.7985","78.888","-15.6885","78.8805","-15.8495","79.7635","24.147","6","26.786","22.447","2012-11-06 00:45:25","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452950","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452951","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189598","UCSD"
"189599","-13.745","78.253","-13.745","78.271","-11.912","78.6845","-11.957","77.8055","-15.491","77.7985","-15.6205","78.6775","24.047","6","26.655","22.349","2012-11-06 00:45:45","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452954","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452955","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189599","UCSD"
"189600","-13.726","77.168","-13.7265","77.186","-12.0585","77.5985","-12.0895","76.723","-15.3255","76.716","-15.432","77.5915","23.946","6","26.547","22.251","2012-11-06 00:46:05","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452958","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452959","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189600","Cahuilla desert academy,UCSD"
"189601","-13.711","76.0825","-13.7115","76.1005","-12.1815","76.5115","-12.202","75.64","-15.186","75.633","-15.274","76.505","23.845","6","26.432","22.156","2012-11-06 00:46:25","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452962","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452963","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189601","UCSD"
"189602","-13.698","74.9975","-13.699","75.015","-12.2865","75.425","-12.2995","74.557","-15.0665","74.55","-15.141","75.4185","23.744","6","26.326","22.061","2012-11-06 00:46:45","MoonKAM Extended Mission","Flow","nadir","6468"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=452966","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=452967","https://moonkam.ucsd.edu/files/kml/kml_generator.php?ccfcommand_id=189602","UCSD"
