image_id,center_lng,center_lat,nadir_lng,nadir_lat,corner1_lng,corner1_lat,corner2_lng,corner2_lat,corner3_lng,corner3_lat,corner4_lng,corner4_lat,altitude,lens_size,frame_width,frame_height,taken_utc,mission_name,spacecraft,camera_dir,orbit_num,image_page,image_link,kml_link,schools
"217094","70.397","88.763","177.3545","89.0175","139.848","88.9355","138.5865","89.7295","","","","","31.541","6","0.000","24.074","2012-11-15 00:16:35","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500602","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500603","","UCSD"
"217095","87.981","89.2255","-164.3835","88.616","165.933","88.8","-135.3815","89.441","","","","","31.526","6","0.000","31.141","2012-11-15 00:16:45","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500606","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500607","","UCSD"
"217096","131.432","89.4745","-155.095","88.1405","-175.5935","88.4765","-133.3085","88.9035","","","","","31.510","6","0.000","31.087","2012-11-15 00:16:55","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500610","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500611","","UCSD"
"217097","179.4665","89.3245","-149.797","87.637","-164.306","88.0535","-132.7865","88.3655","","","","","31.493","6","0.000","30.855","2012-11-15 00:17:05","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500614","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500615","","UCSD"
"217098","-157.1165","88.8935","-146.427","87.1205","-157.294","87.5825","-132.5395","87.827","","","","","31.476","6","0.000","30.689","2012-11-15 00:17:15","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500618","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500619","","UCSD"
"217100","-144.123","87.8685","-142.416","86.0705","-149.404","86.5795","-132.297","86.751","","","","","31.440","6","0.000","30.493","2012-11-15 00:17:35","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500622","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500623","","Poinciana Elementary School"
"217101","-141.593","87.3395","-141.1305","85.5405","-147.0085","86.0635","-132.228","86.213","","","","","31.421","6","0.000","30.429","2012-11-15 00:17:45","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500626","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500627","","UCSD"
"217102","-139.9245","86.807","-140.121","85.009","-145.177","85.542","-132.1765","85.6745","","","","","31.402","6","0.000","30.380","2012-11-15 00:17:55","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500630","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500631","","Gimnazjum nr1 im. Polskich Olimpijczyków w Skokach,Instituto Tecnológico de Saltillo,Jones Middle School"
"217103","-138.742","86.2725","-139.307","84.476","-143.7335","85.0165","-132.1355","85.136","","","","","31.382","6","0.000","30.342","2012-11-15 00:18:05","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500634","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500635","","Jones Middle School"
"217104","-137.86","85.737","-138.637","83.942","-142.568","84.4885","-132.1025","84.598","","","","","31.361","6","0.000","30.310","2012-11-15 00:18:15","MoonKAM Extended Mission","Flow","forward","6585"," http://images.moonkam.ucsd.edu/main.php?g2_itemId=500638","http://images.moonkam.ucsd.edu/main.php?g2_view=core.DownloadItem&g2_itemId=500639","","Jones Middle School"
